MEMBER_NBR,TERM,OPEN_DATE,LOAN_AMOUNT,RATE,CREDIT_SCORE_AT_ORIG,6_MOS_SCORE_CHG,TARGET_DATE,TIME_OBSERVED,CO,STATUS
540580,60,2021-04-05 00:00:00.000,35000,9.49,739,15,,45,0,OPEN
1862010,48,2022-03-18 00:00:00.000,10000,9.49,711,0,,34,0,OPEN
66087,36,2024-02-15 00:00:00.000,5000,12.49,704,8,,11,0,OPEN
1958960,60,2022-11-23 00:00:00.000,39800,9.9,744,-79,,26,0,OPEN
1369270,60,2024-01-03 00:00:00.000,18500,13.49,680,-83,,12,0,OPEN
1876940,48,2022-04-30 00:00:00.000,10000,11.4,688,13,4/30/2024,24,0,CLOSED
654570,48,2022-06-09 00:00:00.000,4000,9.4,769,-28,,31,0,OPEN
1941210,48,2022-09-02 00:00:00.000,8333.88,14.4,648,20,11/30/2023,14,0,CLOSED
1457800,48,2022-11-01 00:00:00.000,10000,14.9,643,47,2/29/2024,15,0,CLOSED
1892730,60,2022-10-27 00:00:00.000,50000,9.9,804,20,1/31/2024,15,0,CLOSED
2022340,48,2023-11-09 00:00:00.000,8134,15.9,653,33,,14,0,OPEN
73866,24,2021-12-21 00:00:00.000,5858.52,11.4,694,7,1/31/2024,25,0,CLOSED
1682800,48,2022-06-28 00:00:00.000,10000,9.4,764,-33,,31,0,OPEN
191090,48,2023-04-21 00:00:00.000,10000,14.4,859,-13,,21,0,OPEN
1303140,60,2023-08-10 00:00:00.000,17200,13.9,709,26,,17,0,OPEN
1185980,60,2022-05-12 00:00:00.000,26432.46,9.4,742,-2,,32,0,OPEN
1443920,60,2024-02-13 00:00:00.000,27555.75,12.49,708,24,,11,0,OPEN
206678,60,2024-07-22 00:00:00.000,30000,11.99,804,-72,7/31/2024,0,0,CLOSED
1616200,60,2024-07-11 00:00:00.000,17500,12.99,737,27,,6,0,OPEN
509360,36,2021-07-23 00:00:00.000,6000,9.4,752,-45,10/31/2023,27,0,CLOSED
896720,18,2021-09-09 00:00:00.000,5000,9.4,767,38,9/30/2022,12,0,CLOSED
1267060,60,2022-01-11 00:00:00.000,16000,8.49,776,28,,36,0,OPEN
1178210,24,2022-04-13 00:00:00.000,6000,9.4,756,-3,12/31/2022,8,0,CLOSED
334120,48,2024-02-08 00:00:00.000,8260,11.49,827,4,,11,0,OPEN
1598390,36,2024-03-22 00:00:00.000,9000,14.49,661,40,,10,0,OPEN
1073790,48,2021-02-05 00:00:00.000,29214.21,8.49,814,-42,,47,0,OPEN
978270,60,2021-10-04 00:00:00.000,19500,9.4,787,-3,,39,0,OPEN
1375450,48,2022-10-17 00:00:00.000,9500,9.9,819,16,,27,0,OPEN
1733070,60,2023-03-28 00:00:00.000,20000,14.4,796,-79,,22,0,OPEN
607580,60,2024-09-24 00:00:00.000,15000,16.99,621,0,,4,0,OPEN
1814630,48,2021-09-27 00:00:00.000,8000,11.4,684,-100,4/30/2022,7,1,DEFAULT
180610,36,2021-11-12 00:00:00.000,4000,10.4,704,-1,9/30/2022,10,0,CLOSED
1452040,36,2022-10-17 00:00:00.000,4366.74,11.9,687,29,3/31/2024,17,0,CLOSED
1876790,48,2023-10-30 00:00:00.000,5700,12.9,812,-16,,15,0,OPEN
1390890,48,2021-07-21 00:00:00.000,9500,9.4,798,7,12/31/2023,29,0,CLOSED
1274200,36,2021-08-26 00:00:00.000,5100,9.4,745,-4,6/30/2024,34,0,CLOSED
70047,48,2022-03-09 00:00:00.000,6000,8.49,783,-2,,34,0,OPEN
996360,48,2022-03-02 00:00:00.000,6500,10.49,674,59,8/31/2022,5,0,CLOSED
1280630,48,2023-06-14 00:00:00.000,5500,17.4,663,33,,19,0,OPEN
694380,48,2023-08-03 00:00:00.000,12584,12.9,742,68,6/30/2024,10,0,CLOSED
62554,48,2024-02-06 00:00:00.000,4000,12.49,730,4,,11,0,OPEN
2091140,36,2024-11-05 00:00:00.000,6000,14.99,655,0,,2,0,OPEN
1773140,48,2021-06-18 00:00:00.000,12948.83,11.4,695,-11,7/31/2022,13,0,CLOSED
1301870,60,2022-02-02 00:00:00.000,23890,9.49,737,48,,35,0,OPEN
275050,48,2022-09-08 00:00:00.000,12000,9.4,774,18,6/30/2024,21,0,CLOSED
1178210,36,2023-04-11 00:00:00.000,3001,15.4,702,10,11/30/2024,19,0,CLOSED
1646740,60,2022-03-11 00:00:00.000,35000,8.49,778,-43,9/30/2024,30,0,CLOSED
1086870,60,2022-07-01 00:00:00.000,30000,9.4,826,-38,,30,0,OPEN
1343030,60,2022-08-19 00:00:00.000,20211,9.4,746,16,,29,0,OPEN
1168320,36,2022-12-30 00:00:00.000,16000,12.9,791,-3,,25,0,OPEN
128790,36,2021-02-02 00:00:00.000,4200,8.49,753,16,9/30/2022,19,0,CLOSED
1669390,48,2022-07-14 00:00:00.000,10000,11.4,678,27,12/31/2022,5,0,CLOSED
1578460,48,2022-11-18 00:00:00.000,6000,9.9,767,43,10/31/2024,23,0,CLOSED
806890,60,2023-10-11 00:00:00.000,15000,13.9,718,0,,15,0,OPEN
1676330,60,2021-10-29 00:00:00.000,20000,9.4,773,-10,,39,0,OPEN
1394560,60,2023-03-30 00:00:00.000,15000,14.9,694,11,,22,0,OPEN
76672,48,2024-05-03 00:00:00.000,4500,16.99,633,-4,,8,0,OPEN
1781830,48,2024-06-17 00:00:00.000,8500,14.99,651,-7,,7,0,OPEN
1867610,60,2024-08-09 00:00:00.000,17000,11.49,802,0,,5,0,OPEN
5662,48,2025-01-24 00:00:00.000,3001,11.99,806,0,,0,0,OPEN
364870,36,2021-03-12 00:00:00.000,6000,8.49,864,-7,3/31/2023,24,0,CLOSED
1613800,60,2021-04-05 00:00:00.000,15000,9.49,713,-15,,45,0,OPEN
1667450,60,2021-05-13 00:00:00.000,25000,11.4,683,-47,,44,0,OPEN
1758740,36,2021-05-24 00:00:00.000,5000,11.4,696,-9,10/31/2022,17,0,CLOSED
1237400,48,2021-03-29 00:00:00.000,15000,8.49,792,21,10/31/2023,31,0,CLOSED
107830,48,2022-06-10 00:00:00.000,7000,9.4,770,13,11/30/2024,29,0,CLOSED
1704720,24,2023-03-20 00:00:00.000,4108.23,13.9,731,2,,22,0,OPEN
1576570,60,2021-04-30 00:00:00.000,20000,9.4,773,6,4/30/2023,24,0,CLOSED
1399760,60,2021-08-18 00:00:00.000,24870,10.4,723,54,4/30/2024,32,0,CLOSED
1568780,48,2022-02-22 00:00:00.000,11543,13.49,641,4,8/31/2023,18,0,CLOSED
1680100,48,2022-05-20 00:00:00.000,14500,12.4,660,-7,,32,0,OPEN
633350,36,2024-09-26 00:00:00.000,7000,11.99,795,0,,4,0,OPEN
1638020,36,2024-11-14 00:00:00.000,3500,13.99,692,0,,2,0,OPEN
1655470,60,2022-01-07 00:00:00.000,15000,8.49,802,-24,,36,0,OPEN
1744710,60,2022-11-18 00:00:00.000,10000,11.9,686,42,,26,0,OPEN
2046030,48,2024-02-28 00:00:00.000,5000,14.49,667,13,,11,0,OPEN
1531570,36,2021-04-23 00:00:00.000,18000,11.4,673,7,12/31/2023,32,0,CLOSED
1444230,48,2022-06-15 00:00:00.000,20000,11.4,687,68,,31,0,OPEN
1748120,48,2022-08-18 00:00:00.000,10248.33,14.4,629,47,6/30/2024,22,1,DEFAULT
1847330,48,2023-04-14 00:00:00.000,9000,15.4,717,-23,,21,0,OPEN
72688,48,2024-04-02 00:00:00.000,9000,12.49,718,87,,9,0,OPEN
1047110,60,2024-06-10 00:00:00.000,27000,14.99,655,34,,7,0,OPEN
1598380,48,2024-10-08 00:00:00.000,10000,12.99,702,0,,3,0,OPEN
1477270,48,2021-06-01 00:00:00.000,6594.03,14.4,667,-29,11/30/2022,17,1,DEFAULT
1790580,48,2021-08-23 00:00:00.000,8500,11.4,697,-1,,41,0,OPEN
1425930,28,2022-02-14 00:00:00.000,15580,8.49,805,10,3/31/2024,25,0,CLOSED
1620560,48,2023-02-09 00:00:00.000,5582.87,13.9,0,0,11/30/2023,9,0,CLOSED
571440,36,2022-08-15 00:00:00.000,7000,9.4,833,-40,,29,0,OPEN
1475040,60,2023-03-14 00:00:00.000,23000,13.9,721,-13,,22,0,OPEN
748400,60,2022-06-28 00:00:00.000,30000,9.4,786,-5,1/31/2024,19,1,DEFAULT
396320,48,2022-08-16 00:00:00.000,9943.06,10.4,737,-57,,29,0,OPEN
978580,60,2023-07-14 00:00:00.000,18000,16.4,688,9,12/31/2023,5,0,CLOSED
3206060,60,2025-01-17 00:00:00.000,30000,12.99,707,0,,0,0,OPEN
1711570,60,2021-04-13 00:00:00.000,20000,10.49,677,1,8/31/2022,16,1,DEFAULT
2046500,48,2022-12-20 00:00:00.000,5000,14.9,677,0,,25,0,OPEN
2080590,60,2024-08-05 00:00:00.000,25000,11.99,828,0,8/31/2024,0,0,CLOSED
1320420,48,2021-04-12 00:00:00.000,5415,9.4,742,-34,2/29/2024,34,0,CLOSED
1420640,48,2021-09-03 00:00:00.000,7378.63,12.4,669,-15,6/30/2022,9,1,DEFAULT
1905510,48,2022-08-03 00:00:00.000,7500,10.4,0,0,4/30/2024,20,1,DEFAULT
1625350,48,2025-01-27 00:00:00.000,12244.73,11.99,746,0,,0,0,OPEN
1726700,48,2024-08-12 00:00:00.000,15000,11.99,748,0,,5,0,OPEN
1845200,48,2024-10-01 00:00:00.000,8000,13.99,681,0,,3,0,OPEN
479670,48,2021-03-31 00:00:00.000,7000,8.49,768,-7,9/30/2024,42,0,CLOSED
1841550,48,2022-01-13 00:00:00.000,8000,11.49,660,-22,10/31/2023,21,1,DEFAULT
1363520,48,2022-03-31 00:00:00.000,4000,13.49,643,-80,10/31/2022,7,0,CLOSED
708430,48,2024-03-25 00:00:00.000,12000,11.49,828,-29,,10,0,OPEN
1550190,48,2021-09-20 00:00:00.000,6000,11.4,675,66,,40,0,OPEN
1610720,48,2021-11-30 00:00:00.000,12500,12.4,661,-68,,38,0,OPEN
1837130,48,2022-04-04 00:00:00.000,6058,13.49,627,-17,,33,0,OPEN
1693030,24,2023-10-05 00:00:00.000,3500,13.9,700,-228,6/30/2024,8,1,DEFAULT
1506950,60,2021-10-28 00:00:00.000,20000,11.4,691,3,,39,0,OPEN
1839770,48,2022-01-14 00:00:00.000,8783.67,9.49,727,-14,9/30/2022,8,0,CLOSED
1303440,48,2022-11-03 00:00:00.000,7000,11.9,694,9,5/31/2023,6,0,CLOSED
1849860,48,2022-12-08 00:00:00.000,3500,17.9,612,45,,25,0,OPEN
1467410,60,2024-08-15 00:00:00.000,15001,11.99,744,0,,5,0,OPEN
202180,48,2021-02-23 00:00:00.000,8200,10.49,698,14,4/30/2024,38,0,CLOSED
1719510,60,2021-03-26 00:00:00.000,16000,9.49,707,-75,,46,0,OPEN
1733070,48,2021-07-19 00:00:00.000,3001,10.4,713,-6,10/31/2022,15,0,CLOSED
1836710,60,2021-12-16 00:00:00.000,20000,11.4,678,64,,37,0,OPEN
1500060,48,2022-01-25 00:00:00.000,9514.43,11.49,668,16,,36,0,OPEN
74815,48,2023-09-29 00:00:00.000,4000,14.9,698,7,,16,0,OPEN
1549590,48,2024-03-19 00:00:00.000,7200,11.49,763,-20,,10,0,OPEN
1442260,12,2022-07-20 00:00:00.000,5000,10.4,730,-45,7/31/2023,12,0,CLOSED
1000100,48,2024-03-05 00:00:00.000,10000,11.49,819,-11,,10,0,OPEN
1962840,48,2024-08-05 00:00:00.000,11660.15,14.99,655,0,,5,0,OPEN
1441040,36,2024-10-10 00:00:00.000,3500,14.99,666,0,,3,0,OPEN
1463570,48,2022-03-23 00:00:00.000,10000,10.49,688,22,11/30/2022,8,0,CLOSED
1414660,48,2024-04-05 00:00:00.000,12000,12.9,764,-35,5/31/2024,1,0,CLOSED
1611600,48,2021-02-10 00:00:00.000,10000,10.49,677,3,3/31/2024,37,0,CLOSED
1763650,60,2022-06-01 00:00:00.000,25000,11.4,699,67,,31,0,OPEN
1329150,60,2022-07-12 00:00:00.000,34250,10.4,713,60,5/31/2024,22,1,DEFAULT
596760,60,2024-01-11 00:00:00.000,30000,11.49,780,-19,,12,0,OPEN
1663820,48,2021-06-08 00:00:00.000,12000,12.4,665,25,,43,0,OPEN
1645570,60,2021-08-20 00:00:00.000,19777.71,11.4,699,-22,,41,0,OPEN
1827590,60,2021-11-08 00:00:00.000,21000,11.4,682,8,1/31/2024,26,1,DEFAULT
1667310,24,2024-06-26 00:00:00.000,6371.31,16.99,645,-27,,7,0,OPEN
1580330,60,2022-04-15 00:00:00.000,50000,8.49,831,-102,,33,0,OPEN
1773140,60,2023-03-09 00:00:00.000,28000,14.9,672,-32,10/31/2023,7,0,CLOSED
1931870,48,2024-06-21 00:00:00.000,7500,11.99,750,-19,,7,0,OPEN
1435330,48,2024-12-06 00:00:00.000,5000,19.99,567,0,,1,0,OPEN
1895400,60,2022-06-07 00:00:00.000,15000,11.4,691,-21,9/30/2022,3,0,CLOSED
435110,24,2024-01-29 00:00:00.000,12000,11.49,774,63,2/29/2024,1,0,CLOSED
2078080,48,2024-07-24 00:00:00.000,10000,11.99,747,-42,,6,0,OPEN
2066410,48,2024-07-09 00:00:00.000,3500,16.99,630,-23,,6,0,OPEN
1704510,48,2022-03-08 00:00:00.000,4000,11.49,666,-4,5/31/2023,14,0,CLOSED
1350380,48,2022-07-22 00:00:00.000,10000,10.4,729,8,,30,0,OPEN
1965200,48,2023-04-27 00:00:00.000,8000,17.4,655,-86,,21,0,OPEN
2005970,48,2024-03-21 00:00:00.000,8000,12.49,735,-2,,10,0,OPEN
1946660,36,2024-01-03 00:00:00.000,13000,13.9,716,0,,12,0,OPEN
1371880,48,2021-07-02 00:00:00.000,9700,10.4,702,23,7/31/2024,36,0,CLOSED
1262400,48,2021-10-28 00:00:00.000,12000,9.4,752,16,5/31/2024,31,0,CLOSED
1668190,48,2022-02-16 00:00:00.000,10000,8.49,744,17,,35,0,OPEN
591760,48,2023-02-16 00:00:00.000,15000,14.9,687,-27,,23,0,OPEN
1710300,60,2021-02-26 00:00:00.000,20000,10.49,694,11,,47,0,OPEN
1605110,48,2022-09-23 00:00:00.000,11000,10.9,709,16,8/31/2024,23,0,CLOSED
1452810,48,2023-04-17 00:00:00.000,10000,12.9,754,7,,21,0,OPEN
1304450,60,2024-11-07 00:00:00.000,20000,11.99,762,0,,2,0,OPEN
1559980,48,2023-02-23 00:00:00.000,11756.26,12.9,796,29,,23,0,OPEN
1864860,60,2024-02-27 00:00:00.000,30000,12.49,703,-10,7/31/2024,5,0,CLOSED
784460,12,2024-05-01 00:00:00.000,8000,11.99,746,81,,8,0,OPEN
646270,48,2023-06-08 00:00:00.000,8500,15.4,725,9,,19,0,OPEN
1723940,48,2021-03-29 00:00:00.000,10120,8.49,777,-32,,46,0,OPEN
1378440,60,2021-05-03 00:00:00.000,20000,10.4,701,-30,1/31/2024,32,1,DEFAULT
1842550,48,2022-01-12 00:00:00.000,7500,8.49,0,0,5/31/2024,28,0,CLOSED
1532870,60,2023-01-06 00:00:00.000,15000,15.9,666,14,10/31/2024,21,1,DEFAULT
1435330,48,2023-01-09 00:00:00.000,5000,15.9,652,-3,12/31/2024,23,0,CLOSED
1380060,48,2023-10-06 00:00:00.000,5888.16,20.9,575,60,,15,0,OPEN
1021450,60,2024-12-09 00:00:00.000,28581.41,12.99,725,0,,1,0,OPEN
1397520,48,2021-04-14 00:00:00.000,10000,9.4,745,0,,45,0,OPEN
1570480,60,2021-04-07 00:00:00.000,18000,10.49,687,-34,7/31/2023,27,1,DEFAULT
1649240,48,2022-05-13 00:00:00.000,10000,14.4,620,8,1/31/2023,8,1,DEFAULT
929440,60,2022-11-04 00:00:00.000,33200,11.9,682,1,,26,0,OPEN
1484080,48,2022-02-02 00:00:00.000,5632.29,16.49,569,-109,,35,0,OPEN
1291530,48,2022-06-29 00:00:00.000,13748.03,9.4,774,9,,31,0,OPEN
1936150,36,2022-08-12 00:00:00.000,6500,9.4,0,0,7/31/2024,23,0,CLOSED
956770,48,2022-11-08 00:00:00.000,7500,9.9,806,23,5/31/2023,6,0,CLOSED
230620,60,2021-02-26 00:00:00.000,35000,10.49,689,-94,,47,0,OPEN
1002770,48,2022-10-03 00:00:00.000,22000,11.9,697,-27,,27,0,OPEN
1223390,36,2022-12-01 00:00:00.000,12000,11.9,695,-20,,25,0,OPEN
1795580,48,2024-10-18 00:00:00.000,4000,13.99,686,0,,3,0,OPEN
1516760,48,2024-07-11 00:00:00.000,4000,14.99,659,0,,6,0,OPEN
1440970,48,2021-11-18 00:00:00.000,8316.3,11.4,694,0,,38,0,OPEN
1489130,36,2022-05-20 00:00:00.000,3636,14.4,623,-3,10/31/2023,17,0,CLOSED
1199090,60,2023-09-11 00:00:00.000,20500,12.9,783,-4,,16,0,OPEN
205331,48,2024-05-08 00:00:00.000,3001,11.99,772,-35,,8,0,OPEN
1397390,48,2023-01-17 00:00:00.000,10000,15.9,668,20,2/29/2024,13,0,CLOSED
1686890,24,2024-03-07 00:00:00.000,4500,12.49,725,-3,,10,0,OPEN
1030160,36,2024-04-16 00:00:00.000,3235,14.9,699,40,,9,0,OPEN
1633240,60,2024-05-20 00:00:00.000,19000,11.99,785,46,,8,0,OPEN
1210520,48,2022-02-14 00:00:00.000,9600,9.49,725,-10,,35,0,OPEN
1714400,60,2022-02-11 00:00:00.000,30000,10.49,688,3,,35,0,OPEN
1940570,48,2022-08-23 00:00:00.000,8100,12.4,665,-42,,29,1,DEFAULT
1612760,36,2022-11-10 00:00:00.000,20000,9.9,760,75,3/31/2023,4,0,CLOSED
1353540,60,2021-08-28 00:00:00.000,42000,9.4,743,19,,41,0,OPEN
1364390,60,2023-03-30 00:00:00.000,20000,16.4,691,55,,22,0,OPEN
1718950,60,2024-03-05 00:00:00.000,15146.23,14.49,657,-4,,10,0,OPEN
522870,60,2024-08-01 00:00:00.000,30000,12.99,702,0,,5,0,OPEN
1499050,48,2024-10-30 00:00:00.000,8000,12.99,713,0,,3,0,OPEN
852440,60,2021-02-18 00:00:00.000,25000,8.49,781,20,8/31/2024,42,0,CLOSED
1695820,60,2021-03-25 00:00:00.000,15000,11.49,655,16,12/31/2023,33,0,CLOSED
1764540,60,2023-03-21 00:00:00.000,22000,12.9,784,3,8/31/2023,5,0,CLOSED
1468980,60,2024-04-04 00:00:00.000,23000,11.49,766,18,6/30/2024,2,0,CLOSED
1808100,60,2024-07-23 00:00:00.000,17000,11.99,781,-1,,6,0,OPEN
2010870,24,2024-08-26 00:00:00.000,5000,13.99,673,0,,5,0,OPEN
1702530,60,2021-02-17 00:00:00.000,15000,11.49,652,25,,47,0,OPEN
1895860,48,2022-09-15 00:00:00.000,30928,10.4,725,0,5/31/2024,20,0,CLOSED
2038560,48,2024-01-23 00:00:00.000,8000,10.99,753,41,,12,0,OPEN
1606710,60,2024-05-31 00:00:00.000,17000,12.99,712,-21,,8,0,OPEN
1151690,60,2024-02-28 00:00:00.000,9500,13.49,690,-3,9/30/2024,7,0,CLOSED
1704420,48,2022-01-12 00:00:00.000,11500,9.49,732,28,8/31/2023,19,0,CLOSED
1493050,48,2023-03-21 00:00:00.000,14000,13.9,726,11,5/31/2023,2,0,CLOSED
1740510,60,2023-08-14 00:00:00.000,15105.76,15.9,652,1,,17,0,OPEN
2025470,48,2023-11-21 00:00:00.000,5000,13.9,718,-91,,14,0,OPEN
1607470,48,2021-02-23 00:00:00.000,7500,13.49,621,107,,47,0,OPEN
1824020,48,2021-12-03 00:00:00.000,6000,14.4,625,15,4/30/2023,16,1,DEFAULT
1582950,48,2023-03-29 00:00:00.000,10000,16.4,678,8,,22,0,OPEN
1539770,48,2023-10-11 00:00:00.000,5000,13.9,735,-167,,15,0,OPEN
520410,48,2022-06-13 00:00:00.000,12500,9.4,798,32,3/31/2024,21,0,CLOSED
1556560,48,2024-08-14 00:00:00.000,6500,11.99,848,0,,5,0,OPEN
1800910,60,2021-08-20 00:00:00.000,22000,12.4,658,30,,41,0,OPEN
1813350,48,2024-08-02 00:00:00.000,5000,14.99,667,0,,5,0,OPEN
1912280,48,2022-07-20 00:00:00.000,12000,10.4,706,-18,,30,0,OPEN
1552550,48,2023-06-30 00:00:00.000,4500,14.4,762,-195,,19,0,OPEN
1121950,60,2023-09-20 00:00:00.000,30000,12.9,802,61,,16,0,OPEN
1671130,60,2021-08-19 00:00:00.000,30000,11.4,673,36,,41,0,OPEN
1128970,60,2024-04-10 00:00:00.000,30000,11.99,764,24,8/31/2024,4,0,CLOSED
1992240,48,2024-05-28 00:00:00.000,5000,16.99,639,-10,,8,0,OPEN
1415300,60,2021-11-23 00:00:00.000,15000,11.4,676,29,,38,0,OPEN
1687660,60,2022-01-26 00:00:00.000,25000,8.49,812,-24,8/31/2023,19,1,DEFAULT
1417320,36,2022-07-14 00:00:00.000,4500,9.4,773,-4,4/30/2024,21,0,CLOSED
1719080,48,2023-08-23 00:00:00.000,5000,14.9,677,18,,17,0,OPEN
293610,60,2024-01-31 00:00:00.000,30000,11.49,827,-6,,12,0,OPEN
1279370,24,2023-09-01 00:00:00.000,10000,14.9,696,8,3/31/2024,6,0,CLOSED
2059000,48,2024-06-07 00:00:00.000,5000,13.99,680,9,,7,0,OPEN
2044720,60,2024-11-08 00:00:00.000,16000,14.99,655,0,,2,0,OPEN
1734320,24,2021-02-20 00:00:00.000,3813,13.49,0,0,11/30/2021,9,0,CLOSED
747170,60,2021-03-26 00:00:00.000,20000,8.49,863,-15,10/31/2022,19,0,CLOSED
1800360,48,2022-10-19 00:00:00.000,7500,11.9,0,0,5/31/2024,19,0,CLOSED
111070,36,2024-06-04 00:00:00.000,3001,11.99,800,6,,7,0,OPEN
1711030,48,2024-07-25 00:00:00.000,15000,12.99,706,66,,6,0,OPEN
74815,60,2022-03-14 00:00:00.000,20000,10.49,673,32,,34,0,OPEN
1202710,48,2022-09-21 00:00:00.000,12563.86,14.4,632,67,,28,0,OPEN
266472,60,2023-02-24 00:00:00.000,25000,12.9,772,4,3/31/2024,13,0,CLOSED
1957680,48,2024-03-08 00:00:00.000,8700,12.49,728,67,,10,0,OPEN
1799320,48,2022-10-17 00:00:00.000,5000,17.9,616,-83,,27,0,OPEN
410730,48,2024-12-17 00:00:00.000,10000,11.99,786,0,,1,0,OPEN
1321170,18,2024-12-17 00:00:00.000,3001,11.99,851,0,,1,0,OPEN
1379730,48,2023-09-08 00:00:00.000,20000,13.9,706,-16,,16,0,OPEN
446980,60,2021-07-23 00:00:00.000,50000,10.4,730,81,,42,0,OPEN
1788610,48,2023-04-24 00:00:00.000,15000,14.4,857,-11,4/30/2023,0,0,CLOSED
1983430,60,2023-05-30 00:00:00.000,20224.85,14.4,799,-148,,20,0,OPEN
1608290,60,2023-08-08 00:00:00.000,16000,14.9,677,-1,,17,0,OPEN
1239630,60,2023-07-05 00:00:00.000,15000,14.4,755,-5,,18,0,OPEN
1635950,60,2023-08-24 00:00:00.000,15000,13.9,721,-14,,17,0,OPEN
2014760,60,2023-10-02 00:00:00.000,30000,13.9,738,40,12/31/2024,14,0,CLOSED
1631590,48,2023-11-08 00:00:00.000,7000,12.9,762,11,,14,0,OPEN
1587320,48,2024-03-14 00:00:00.000,17000,12.49,703,-29,9/30/2024,6,0,CLOSED
935350,60,2021-09-15 00:00:00.000,45500,9.4,804,-84,,40,0,OPEN
53697,60,2022-03-14 00:00:00.000,45000,9.49,729,32,,34,0,OPEN
1956850,24,2022-11-07 00:00:00.000,7000,12.9,651,42,6/30/2024,19,0,CLOSED
292650,60,2023-06-01 00:00:00.000,18000,14.4,865,-72,6/30/2023,0,0,CLOSED
2034180,48,2024-02-06 00:00:00.000,10000,12.49,713,36,,11,0,OPEN
1934260,60,2024-03-11 00:00:00.000,19786.82,16.49,647,21,,10,0,OPEN
1416190,60,2024-06-17 00:00:00.000,15000,11.99,741,-12,,7,0,OPEN
678060,36,2024-09-24 00:00:00.000,3010,11.99,802,0,,4,0,OPEN
2026620,36,2024-12-05 00:00:00.000,4000,12.99,713,0,,1,0,OPEN
1440010,48,2021-02-03 00:00:00.000,15000,10.49,688,9,1/31/2024,35,1,DEFAULT
1680940,60,2021-02-09 00:00:00.000,16000,9.49,728,114,,47,0,OPEN
1964780,48,2021-10-27 00:00:00.000,7500,0,657,0,10/31/2023,24,1,DEFAULT
1845080,60,2023-10-10 00:00:00.000,22000,12.9,753,16,4/30/2024,6,0,CLOSED
1708080,60,2021-02-17 00:00:00.000,25000,10.49,684,79,,47,0,OPEN
352280,60,2022-08-24 00:00:00.000,30000,11.4,681,3,11/30/2023,15,0,CLOSED
1966450,48,2023-01-10 00:00:00.000,5995,13.9,735,-108,5/31/2024,16,1,DEFAULT
1157980,60,2023-04-21 00:00:00.000,18106,15.4,703,-15,,21,0,OPEN
329090,48,2023-11-15 00:00:00.000,5000,15.9,662,16,1/31/2024,2,0,CLOSED
1658970,60,2023-12-01 00:00:00.000,28000,12.9,784,67,,13,0,OPEN
12146,48,2025-01-03 00:00:00.000,11000,11.99,839,0,,0,0,OPEN
2082940,48,2021-08-16 00:00:00.000,9249.92,9.4,757,0,,41,0,OPEN
828600,48,2021-09-13 00:00:00.000,4000,9.4,745,-34,7/31/2024,34,0,CLOSED
1056510,48,2021-12-31 00:00:00.000,7000,10.4,730,-1,3/31/2024,27,0,CLOSED
1178330,48,2022-10-14 00:00:00.000,9441,9.9,856,-43,10/31/2024,24,0,CLOSED
1329540,60,2021-04-07 00:00:00.000,16000,9.49,700,47,,45,0,OPEN
976440,36,2023-11-13 00:00:00.000,7000,13.9,700,-5,,14,0,OPEN
2090430,48,2024-09-23 00:00:00.000,9000,11.99,854,0,,4,0,OPEN
1863430,60,2024-02-21 00:00:00.000,25000,11.49,794,-1,9/30/2024,7,0,CLOSED
2045750,36,2024-02-27 00:00:00.000,5000,19.49,603,-50,,11,0,OPEN
522870,60,2021-05-07 00:00:00.000,50000,10.4,736,69,8/31/2024,39,0,CLOSED
1055360,36,2022-03-10 00:00:00.000,6000,10.49,699,-17,5/31/2023,14,0,CLOSED
1233620,60,2022-05-18 00:00:00.000,20239.9,10.4,717,55,,32,0,OPEN
1452420,36,2022-07-15 00:00:00.000,6000,17.4,611,-7,,30,0,OPEN
432940,48,2024-04-04 00:00:00.000,20000,13.9,732,41,8/31/2024,4,0,CLOSED
1117390,48,2024-07-01 00:00:00.000,12000,13.99,681,17,7/31/2024,0,0,CLOSED
673610,60,2021-02-01 00:00:00.000,19000,9.49,735,36,,47,0,OPEN
1003010,24,2022-02-25 00:00:00.000,12815.16,8.49,746,-21,6/30/2024,28,0,CLOSED
1725820,48,2023-08-11 00:00:00.000,13000,13.9,718,-94,5/31/2024,9,1,DEFAULT
1382930,36,2024-03-04 00:00:00.000,15000,12.49,700,17,,10,0,OPEN
76989,60,2021-03-22 00:00:00.000,25000,9.49,735,-45,6/30/2024,39,0,CLOSED
1761750,48,2023-08-09 00:00:00.000,8000,13.9,715,-12,,17,0,OPEN
2031870,48,2023-12-20 00:00:00.000,14000,15.9,650,-6,8/31/2024,8,1,DEFAULT
1677920,48,2024-07-15 00:00:00.000,16247.2,11.99,795,-28,,6,0,OPEN
1667620,60,2024-08-07 00:00:00.000,19000,11.99,834,0,,5,0,OPEN
1711160,60,2022-03-17 00:00:00.000,17424.22,10.49,699,54,,34,0,OPEN
1772010,36,2022-03-29 00:00:00.000,7000,11.49,667,6,7/31/2024,28,1,DEFAULT
1414380,60,2023-02-22 00:00:00.000,15000,12.9,746,34,,23,0,OPEN
514250,48,2023-08-10 00:00:00.000,6000,12.9,742,-17,,17,0,OPEN
1637010,24,2023-06-21 00:00:00.000,12648,16.4,696,-37,,19,0,OPEN
1829250,60,2024-02-08 00:00:00.000,20000,0,658,7,7/31/2024,5,1,DEFAULT
